Label,Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
41,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 41, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(37, 219, 0, 33, 15, 1)",285,1,"(53.410526315789475, 225.98947368421054, 0.0)","(53.410526315789475, 225.98947368421054, 0.0)",0.307488662,0,0,34.53717584,28,11,33.73425559,33.73425559,267.4166667,10.61979,0.3315474,605.4302906,2.263996101,285,20073.2,48726.2,3.77E+11,7.024412837,16138,2.0624005,54710,8445.803066,34914.01404,35087,14819,39891,6406.125289,36350.17019,-0.140357378,3.77E+11,0.008950446,102346497.1,854081.4262,5.57E+11,-54995649.48,515280.2026,67151.42264,0.765773629,198.1214157,7.367617313,24043.60648,0.027717943,0.014593068,0.975851666,0.896673721,-0.718374504,0.999977691,0.002890982,861.2555329,0.002076009,8.936598678,0.990262367,0.003915342,1722.511066,7.844549407,145607.9063,7.137972585,242.2912281,0.85014466,0.103958141,2.550877193,163758.3046,811924.5404,1.294736842,1132223.067,0.003562124,0.003561751,0.938011696,738099.745,0.00356168,2.501077032,0.008876561,164194.821,808253.2778,1.034783912,847508.9774,0.003603077,0.003603035,7.056171595,275.3589433,0.977199868,0.988596491,0.011400066,0.991304022,798439.3529,0.003603024,2.384615385,0.008734855,164885.5948,795798.6667,1.139194139,955157.9927,0.003718428,0.003718261,251.8131868,0.922392626,0.969271469,758133.6866,0.003718227,7.121892354,0.957894737,0.049349917,0.002085972,0.004186151,9156109.062,1445.576722,3530.4588
42,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 42, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(230, 222, 0, 19, 28, 1)",268,1,"(239.58582089552237, 234.3134328358209, 0.0)","(239.58582089552237, 234.3134328358209, 0.0)",0.359229575,0,0,31.39385013,13,21,30.46309242,30.46309242,252.1666667,11.27759944,0.338565718,570.1199819,2.260885586,268,14097,26466,1.14E+11,5.943038707,6835.5,3.066082286,34942,4030.966139,19998.16045,19606,9773,25169,2885.650892,20615.0874,0.588373676,1.14E+11,0.018795946,25055407.3,216519.1159,55675731836,26862199.58,135959.1722,18624.04635,0.758838427,105.0150937,6.642000292,6950.474746,0.053505622,0.035900426,0.982825526,0.910729532,-0.5325212,0.999089796,0.00087873,432.6084222,0.002554721,8.6931422,0.83135275,0.006770561,865.2168444,7.376968609,38645.80465,6.432670454,171.761194,0.640899978,0.249053241,5.037313433,40076.09806,208503.6455,1.820895522,397201.8246,0.00375675,0.003747594,0.827943615,168759.7309,0.003745502,4.835495484,0.018632804,40054.58827,207787.0839,1.100506629,230898.8149,0.003871475,0.003870328,6.049415925,243.543773,0.938355489,0.968283582,0.033626058,0.975958412,202238.7519,0.003870046,4.276595745,0.01819828,39812.95221,205403.0723,1.480851064,316268.3021,0.004277519,0.004272199,186.2340426,0.792485287,0.910667849,184726.6709,0.004271059,6.306298504,0.876865672,0.18028067,0.010259591,0.00427125,1323199.02,733.6865728,1195.829662
43,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 43, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(94, 241, 0, 7, 6, 1)",29,1,"(97.10344827586206, 243.06896551724137, 0.0)","(97.10344827586206, 243.06896551724137, 0.0)",0.875769162,0,0,6.529723608,7,6,7.071067812,7.071067812,24.16666667,5.71853057,0.610006763,66.26649128,2.742061708,29,11580.2,20621.6,7413715791,4.651084443,6196,2.177857951,23216,3293.438763,15516.72414,15343,9030,14186,2468.10586,15988.91404,0.311590281,7413715791,0.041617122,14876644.13,97757.34289,8869786623,-9900.106819,64298.80214,30022.07757,0.36897027,146.6201581,4.312246038,6757.439901,0.04229658,0.029110723,0.921099546,0.808192801,-0.823077817,0.999728893,0.0131308,298.5788538,0.02411116,5.38447924,1,0.034733202,597.1577075,4.361257896,23580.21993,4.651084443,22.10344828,0.762187872,0.118906064,1.206896552,23797.09869,91432.96552,1.413793103,114340.5517,0.069004321,0.068993004,0.896551724,85706.06897,0.068990175,1.174876847,0.041216725,24102.10802,92077.12562,1.053571429,95042.8399,0.070225999,0.070224534,4.657791111,27.53571429,0.965561224,0.982758621,0.017219388,0.986607143,91335.69704,0.070224168,1.074074074,0.039780521,25072.34019,94105.03704,1.222222222,106407.2593,0.074107649,0.074101571,23.2962963,0.862825789,0.944444444,91029.48148,0.074100052,4.680813428,0.931034483,0.068587106,0.024534831,0.009438125,462192.8261,6514.222064,952.521854
44,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 44, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(225, 246, 0, 9, 10, 1)",81,1,"(228.90123456790124, 250.74074074074073, 0.0)","(228.90123456790124, 250.74074074074073, 0.0)",0.81744419,0,0,11.2810186,9,10,12.20655562,12.20655562,72.91666667,9.221603112,0.481397613,175.3334303,2.404572759,81,14097,23148,28797002763,5.143948504,6550,1.95943972,24644,3104.222832,18504.95062,18525,10599,14045,2474.16568,18855.19962,-0.135956987,28797002763,0.033074226,13085355.28,126972.6488,9680857349,-5344372.71,67095.24571,10988.35731,0.713911846,85.44304692,5.378180626,3199.404173,0.053917917,0.03358608,0.968047832,0.875528618,-0.650682203,0.999366932,0.001131702,335.9935384,0.008698991,6.923701754,0.929390346,0.019968836,671.9870767,5.817678473,19520.90075,5.395043521,53.74074074,0.663465935,0.197530864,2.679012346,20922.02469,121834.1358,1.691358025,192078.679,0.012445316,0.012430178,0.840877915,104697.9108,0.012426836,2.552226096,0.032385813,20953.82888,122376.1618,1.094142206,131622.0672,0.012794465,0.012792353,5.212219295,74.89946862,0.950146558,0.972222222,0.034275752,0.980119419,120177.9018,0.012791943,2.166666667,0.030092593,21110.8424,124035.9583,1.402777778,163978.7361,0.013990225,0.013981261,57.58333333,0.799768519,0.914737654,114528.2886,0.013979518,5.384795487,0.888888889,0.137152778,0.012016752,0.007505072,416188.6744,1118.941705,1038.574508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
